,Unnamed: 0.1,Unnamed: 0,EcoPortCode,ScientificName,AUTH,FAMNAME,SYNO,COMNAME,LIFO,HABI,LISPA,PHYS,CAT,PLAT,TOPMN,TOPMX,TMIN,TMAX,ROPMN,ROPMX,RMIN,RMAX,PHOPMN,PHOPMX,PHMIN,PHMAX,LATOPMN,LATOPMX,LATMN,LATMX,ALTMX,LIOPMN,LIOPMX,LIMN,LIMX,DEP,DEPR,TEXT,TEXTR,FER,FERR,TOX,TOXR,SAL,SALR,DRA,DRAR,KTMPR,KTMP,PHOTO,CLIZ,ABITOL,ABISUS,INTRI,PROSY,GMIN,GMAX,Genus,Species,Variety,PFAF_URL,USDA_HARDINESS_ZONE,USDA_HARDINESS_ZONE_MIN,USDA_HARDINESS_ZONE_MAX
613,613,613,2777,Aconitum napellus,L.,Magnoliopsida:Magnoliidae:Ranunculales:Ranunculaceae,,"aconite, common monkshood",herb,erect,perennial,multi stem,"ornamentals/turf, medicinals & aromatic","grown on small scale, harvested from wild",,,,,,,,,,,,,40.0,40.0,50.0,52.0,,light shade,cloudy skies,light shade,clear skies,,,,,,,,,,,well (dry spells),"poorly (saturated >50% of year), well (dry spells)",,,,"subtropical dry summer (Cs), temperate oceanic (Do), temperate continental (Dc)",,,,,0.0,0.0,Aconitum,napellus,,https://pfaf.org/user/Plant.aspx?LatinName=Aconitum+napellus,3-8,3,8
614,614,614,2779,Acorus calamus,L.,Liliopsida:Arecidae:Arales:Acoraceae,"Acorus odoratus Lain., Acorus aromaticus Gilib.","calamus, sweetflag, acore vrai, kalmus, bojo, kull, bach, makkalmoes, ikalamuzi, Rhizoma Calami mundatae, Rhizoma Calami crudae, Calami radix",herb,erect,perennial,,medicinals & aromatic,grown on small scale,18.0,26.0,4.0,30.0,7000.0,2000.0,430.0,4200.0,5.5,6.5,5.0,7.5,,,40.0,45.0,,very bright,clear skies,very bright,cloudy skies,medium (50-150 cm),shallow (20-50 cm),"heavy, medium, light","heavy, medium, light",low,low,,,low (<4 dS/m),low (<4 dS/m),poorly (saturated >50% of year),poorly (saturated >50% of year),,,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","tropical wet & dry (Aw), tropical wet (Ar), steppe or semiarid (Bs), subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw), temperate continental (Dc)",,,,,90.0,365.0,Acorus,calamus,,https://pfaf.org/user/Plant.aspx?LatinName=Acorus+calamus,4-11,4,11
615,615,615,2780,Acrocarpus fraxinifolius,Wight ex Arn.,,,,tree,erect,perennial,"deciduous, single stem","forage/pasture, materials, forest/wood, environmental",,28.0,35.0,12.0,38.0,1200.0,1500.0,1100.0,1600.0,5.5,6.5,5.0,7.5,23.0,23.0,27.0,27.0,1500.0,very bright,clear skies,very bright,cloudy skies,deep (>>150 cm),medium (50-150 cm),medium,medium,moderate,low,,,low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),,,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","tropical wet & dry (Aw), steppe or semiarid (Bs)",,,,,240.0,365.0,Acrocarpus,fraxinifolius,,https://pfaf.org/user/Plant.aspx?LatinName=Acrocarpus+fraxinifolius,10-12,10,12
616,616,616,2782,Acroceras macrum,Stapf,Liliopsida:Commelinidae:Cyperales:Gramineae,,"nile grass, nylgras",grass,erect,perennial,"multi stem, C3 photosynthesis","forage/pasture, weed","grown on large scale, grown on small scale",16.0,26.0,12.0,30.0,800.0,1500.0,625.0,2000.0,4.8,5.8,4.3,7.3,,,30.0,30.0,2000.0,clear skies,cloudy skies,very bright,cloudy skies,medium (50-150 cm),medium (50-150 cm),"heavy, medium, light","heavy, medium, light",high,moderate,,,low (<4 dS/m),low (<4 dS/m),poorly (saturated >50% of year),"poorly (saturated >50% of year), well (dry spells)",-5.0,-1.0,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","tropical wet & dry (Aw), tropical wet (Ar), subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw)",,,can become a weed,"small scale (manual), large scale/commercial",120.0,365.0,Acroceras,macrum,,https://pfaf.org/user/Plant.aspx?LatinName=Acroceras+macrum,,,
617,617,617,2783,Acrocomia aculeata,(Jacq.) Lodd. Ex Mart.,Liliopsida:Arecidae:Arecales:Palmae,"Acrocomia sclerocarpa Mart., Acrocomia lasiospatha Mart.","macauba palm, macauba, macaw palm, macaya oil, groo groo, grugru palm, corosse, mbocayá, totaí, cobrush, tamaco, coyol, coco baboso, coco de catarro, coquito, bocaiuva, mocayá, corozo, catey, cayara, cayiete, ocori, palma de vino, gru-gru, mucajá, grou grou",tree,erect,perennial,"evergreen, single stem","fruits & nuts, materials, ornamentals/turf, environmental","grown on small scale, harvested from wild",25.0,35.0,20.0,45.0,1000.0,2000.0,500.0,3000.0,5.5,6.5,5.0,7.5,,,20.0,28.0,1200.0,very bright,very bright,clear skies,very bright,deep (>>150 cm),medium (50-150 cm),light,"medium, light",high,low,,,low (<4 dS/m),medium (4-10 dS/m),well (dry spells),well (dry spells),-4.0,-4.0,,"tropical wet & dry (Aw), tropical wet (Ar)","fire, drought",,,small scale (manual),0.0,0.0,Acrocomia,aculeata,,https://pfaf.org/user/Plant.aspx?LatinName=Acrocomia+aculeata,10-12,10,12
618,618,618,2787,Acrocomia totai,C. Martius,Liliopsida:Arecidae:Arecales:Palmae,,"total, palma de vino, mocaya, cayiete, ocori, gru gru, grau, mukalla, uba, mujuca, noz de Paraguai",tree,erect,perennial,"evergreen, single stem","fruits & nuts, materials, environmental",grown on small scale,22.0,28.0,18.0,34.0,900.0,1500.0,750.0,2500.0,5.5,6.5,5.0,7.0,12.0,10.0,28.0,30.0,500.0,clear skies,very bright,clear skies,very bright,deep (>>150 cm),medium (50-150 cm),light,"heavy, medium, light, wide",moderate,low,,,low (<4 dS/m),medium (4-10 dS/m),well (dry spells),well (dry spells),-5.0,0.0,,"tropical wet & dry (Aw), tropical wet (Ar), subtropical humid (Cf)",,,,,0.0,0.0,Acrocomia,totai,,https://pfaf.org/user/Plant.aspx?LatinName=Acrocomia+totai,,,
619,619,619,2803,Actinidia arguta,(Siebold & Zucc.) Planchon ex Miq.,Magnoliopsida:Dilleniidae:Ericales:Actinidiaceae,"Actinidia megalocarpa Nakai., Trochostigma arguta Siebold. & Zucc.","hardy kiwi, bower vine, dessert kiwi, cocktail kiwi, tara vine, yang-tao",vine,climber/scrambler/scadent,perennial,"deciduous, single stem","fruits & nuts, environmental",,12.0,25.0,5.0,30.0,900.0,1500.0,700.0,2000.0,5.0,6.5,4.5,7.0,27.0,25.0,55.0,57.0,2000.0,cloudy skies,very bright,light shade,very bright,medium (50-150 cm),medium (50-150 cm),"medium, light, organic","medium, light, organic",high,moderate,,,low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),-30.0,0.0,,"subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw), temperate oceanic (Do), temperate continental (Dc)",,,,,150.0,180.0,Actinidia,arguta,,https://pfaf.org/user/Plant.aspx?LatinName=Actinidia+arguta,4-8,4,8
620,620,620,2807,Adansonia digitata,F. Muell,Magnoliopsida:Dilleniidae:Malvales:Bombacaceae,"Adansonia baobab, Adansonia situla, Adansonia sphaerocarpa, Adansonia sulcata, Adansonia somalensis","African baobab, baobab, dead-rat tree, bottle tree, monkey-bread tree, kremetart, mowana, moana, toeega, Affenbrotbaum, seboi, ximuwu, muvhuyu",tree,erect,perennial,"deciduous, single stem","fruits & nuts, environmental",grown on small scale,26.0,36.0,14.0,42.0,600.0,1500.0,250.0,4200.0,5.0,6.5,4.3,7.5,,,25.0,25.0,1500.0,very bright,very bright,very bright,clear skies,deep (>>150 cm),medium (50-150 cm),"medium, light","medium, light",low,low,,,low (<4 dS/m),low (<4 dS/m),"well (dry spells), excessive (dry/moderately dry)","well (dry spells), excessive (dry/moderately dry)",,,short day (<12 hours),"tropical wet & dry (Aw), steppe or semiarid (Bs)",,,,,210.0,270.0,Adansonia,digitata,,https://pfaf.org/user/Plant.aspx?LatinName=Adansonia+digitata,10-12,10,12
621,621,621,2808,Adansonia grandidieri,Baill.,Magnoliopsida:Dilleniidae:Malvales:Bombacaceae,,"baobab, monkey bread tree, fony",tree,erect,perennial,"semi evergreen, deciduous, single stem","fruits & nuts, materials, ornamentals/turf",harvested from wild,22.0,30.0,8.0,35.0,1000.0,1500.0,800.0,2000.0,5.5,7.0,5.0,7.5,13.0,12.0,22.0,23.0,800.0,clear skies,very bright,light shade,very bright,deep (>>150 cm),deep (>>150 cm),"medium, organic","medium, light, organic",high,moderate,,,low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),,,,tropical wet & dry (Aw),,,,,0.0,0.0,Adansonia,grandidieri,,https://pfaf.org/user/Plant.aspx?LatinName=Adansonia+grandidieri,,,
622,622,622,2809,Adansonia gregorii,F. Muell.,Magnoliopsida:Dilleniidae:Malvales:Bombacaceae,,,tree,erect,perennial,"deciduous, single stem","forage/pasture, fruits & nuts, materials",grown on small scale,24.0,34.0,13.0,42.0,600.0,1500.0,450.0,2000.0,5.0,6.5,4.5,7.5,14.0,14.0,18.0,18.0,400.0,very bright,very bright,very bright,clear skies,deep (>>150 cm),medium (50-150 cm),light,"medium, light",low,low,,,low (<4 dS/m),low (<4 dS/m),"well (dry spells), excessive (dry/moderately dry)","well (dry spells), excessive (dry/moderately dry)",-2.0,-1.0,short day (<12 hours),"tropical wet & dry (Aw), steppe or semiarid (Bs)",,,,,210.0,270.0,Adansonia,gregorii,,https://pfaf.org/user/Plant.aspx?LatinName=Adansonia+gregorii,,,
623,623,623,2823,Adiantum capillus-veneris,L.,Filicopsida:Pteridaceae,,"Venus' maidenhair fern, southern maidenhair, Venus-hair fern, capillaire, Venushår, avenca, avenca cabelo de Venus, capilaria de Venus",herb,prostrate/procumbent/semi-erect,perennial,,medicinals & aromatic,"grown on small scale, harvested from wild",,,,,,,,,,,,,,,,,,light shade,cloudy skies,heavy shade,clear skies,,,,,,,,,,,poorly (saturated >50% of year),poorly (saturated >50% of year),,,,"subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw), temperate oceanic (Do), temperate with dry winters (Dw)",,,,"home garden, small scale (manual), protected cultivation",0.0,0.0,Adiantum,capillus-veneris,,https://pfaf.org/user/Plant.aspx?LatinName=Adiantum+capillus-veneris,8-11,8,11
624,624,624,2824,Adina cordifolia,Hook. f.,Magnoliopsida:Asteridae:Rubiales:Rubiaceae,,"karam, haldu, aldavana, aldevane",tree,erect,perennial,"deciduous, single stem",forest/wood,harvested from wild,25.0,35.0,5.0,47.0,1000.0,2000.0,800.0,4500.0,5.5,6.5,5.0,7.5,,,,,,very bright,very bright,very bright,light shade,deep (>>150 cm),deep (>>150 cm),"medium, light","heavy, medium, light",moderate,moderate,,,low (<4 dS/m),low (<4 dS/m),well (dry spells),"poorly (saturated >50% of year), well (dry spells)",-1.0,0.0,short day (<12 hours),"tropical wet & dry (Aw), tropical wet (Ar)",,,,,180.0,270.0,Adina,cordifolia,,https://pfaf.org/user/Plant.aspx?LatinName=Adina+cordifolia,,,
625,625,625,2829,Adonis vernalis,L.,Magnoliopsida:Magnoliidae:Ranunculales:Ranunculaceae,Adonis helleborus Crantz,"adonis, pheasant's eye, spring pheasant's eye, Adonisröschen, Herba Adonis vernalis",herb,erect,perennial,"deciduous, multi stem",medicinals & aromatic,grown on small scale,14.0,30.0,10.0,36.0,400.0,750.0,350.0,800.0,7.0,7.5,6.5,8.0,44.0,42.0,56.0,58.0,1000.0,cloudy skies,very bright,light shade,very bright,medium (50-150 cm),shallow (20-50 cm),"medium, light","medium, light",moderate,low,,,,,well (dry spells),"well (dry spells), excessive (dry/moderately dry)",-50.0,0.0,,"steppe or semiarid (Bs), temperate continental (Dc)",,,,,0.0,0.0,Adonis,vernalis,,https://pfaf.org/user/Plant.aspx?LatinName=Adonis+vernalis,3-7,3,7
626,626,626,2830,Aegiceras corniculatum,(L.) Blanco,Magnoliopsida:Dilleniidae:Primulales:Myrsinaceae,"Aegiceras majus Gaertn., Rhizophora corniculata Linn.",mangrove,"shrub, tree",erect,perennial,"evergreen, single stem, multi stem",forest/wood,harvested from wild,18.0,26.0,7.0,35.0,1000.0,2000.0,800.0,4000.0,6.8,7.2,6.5,7.5,,,,,,very bright,very bright,very bright,clear skies,deep (>>150 cm),medium (50-150 cm),heavy,"heavy, medium",high,,,,medium (4-10 dS/m),high (>10 dS/m)),poorly (saturated >50% of year),poorly (saturated >50% of year),,,short day (<12 hours),"tropical wet & dry (Aw), tropical wet (Ar), subtropical humid (Cf)",flooding,,,,240.0,300.0,Aegiceras,corniculatum,,https://pfaf.org/user/Plant.aspx?LatinName=Aegiceras+corniculatum,,,
627,627,627,2844,Aegle marmelos,(L.) Corr. Serr.,Magnoliopsida:Rosidae:Sapindales:Rutaceae,"Aegle correa, Crataeva marmelos","bael, bel fruit, bel tree, bel Indien, maja, maja batu, bilak, bila, opesheet, okshit, bnau, toum, matum, tum, ma pin, tnái mam",tree,erect,perennial,,"fruits & nuts, medicinals & aromatic",grown on small scale,30.0,42.0,5.0,49.0,800.0,2000.0,500.0,4000.0,6.0,7.5,5.3,8.5,,,40.0,40.0,1200.0,very bright,cloudy skies,very bright,light shade,deep (>>150 cm),medium (50-150 cm),heavy,"heavy, medium",moderate,moderate,,,low (<4 dS/m),low (<4 dS/m),well (dry spells),"poorly (saturated >50% of year), well (dry spells), excessive (dry/moderately dry)",-7.0,0.0,short day (<12 hours),"tropical wet & dry (Aw), steppe or semiarid (Bs)",,,,,180.0,365.0,Aegle,marmelos,,https://pfaf.org/user/Plant.aspx?LatinName=Aegle+marmelos,10-12,10,12
628,628,628,2851,Aeschynomene falcata,(P.) DC,Magnoliopsida:Rosidae:Fabales:Leguminosae,,,herb,"prostrate/procumbent/semi-erect, climber/scrambler/scadent",perennial,"deciduous, multi stem",forage/pasture,grown on large scale,20.0,25.0,5.0,35.0,1000.0,1500.0,700.0,2500.0,5.5,6.0,4.5,8.0,15.0,,40.0,45.0,2000.0,clear skies,clear skies,very bright,light shade,shallow (20-50 cm),shallow (20-50 cm),"heavy, medium, light","heavy, medium, light",moderate,low,,,low (<4 dS/m),low (<4 dS/m),well (dry spells),"poorly (saturated >50% of year), well (dry spells), excessive (dry/moderately dry)",-2.0,0.0,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","tropical wet & dry (Aw), subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw)",fire,,,large scale/commercial,120.0,240.0,Aeschynomene,falcata,,https://pfaf.org/user/Plant.aspx?LatinName=Aeschynomene+falcata,,,
629,629,629,2852,Aeschynomene indica,L.,Magnoliopsida:Rosidae:Fabales:Leguminosae,,"shola, kuhilia, kat-sola, chola'","herb, sub-shrub",erect,"annual, perennial","deciduous, multi stem",forage/pasture,grown on large scale,18.0,30.0,10.0,35.0,1000.0,1200.0,600.0,2000.0,5.5,6.5,4.5,8.0,5.0,,30.0,35.0,1530.0,clear skies,clear skies,very bright,cloudy skies,shallow (20-50 cm),shallow (20-50 cm),"heavy, medium","heavy, medium",high,moderate,,,low (<4 dS/m),high (>10 dS/m)),poorly (saturated >50% of year),"poorly (saturated >50% of year), well (dry spells)",,,short day (<12 hours),"tropical wet & dry (Aw), tropical wet (Ar), subtropical humid (Cf), subtropical dry winter (Cw)","flooding, grazing/browsing",,,large scale/commercial,150.0,220.0,Aeschynomene,indica,,https://pfaf.org/user/Plant.aspx?LatinName=Aeschynomene+indica,,,
630,630,630,2856,Aesculus hippocastanum,L.,Magnoliopsida:Rosidae:Sapindales:Hippocastanaceae,Hippocastanum vulgare Gaertn.,"horse-chestnut, horse chestnut, conkers, ippocastano, marron d'Inde, marronnier d'Inde, castanheiro da India, castaña de Indias, Rosskastanie, Roß-Kastanie, Hippocastani semen, Hippocastani cortex, Hippocastani folium, Hippocastani flos",tree,erect,perennial,"deciduous, single stem","fruits & nuts, ornamentals/turf, medicinals & aromatic, forest/wood","grown on large scale, harvested from wild",,,,,,,,,,,,,,,,,,cloudy skies,clear skies,light shade,very bright,,,medium,"heavy, medium",,,,,,,well (dry spells),well (dry spells),,,,"subtropical dry summer (Cs), temperate oceanic (Do), temperate continental (Dc)","wind, coastal salt spray",,,,0.0,0.0,Aesculus,hippocastanum,,https://pfaf.org/user/Plant.aspx?LatinName=Aesculus+hippocastanum,4-7,4,7
631,631,631,2857,Aesculus indica,Griff.,Magnoliopsida:Rosidae:Sapindales:Hippocastanaceae,,"Indian chestnut, castanheiro da India",tree,erect,perennial,"deciduous, single stem",forest/wood,,23.0,26.0,6.0,30.0,1000.0,2000.0,660.0,2500.0,4.5,5.0,4.0,6.0,26.0,25.0,34.0,35.0,3000.0,clear skies,light shade,very bright,light shade,deep (>>150 cm),medium (50-150 cm),"medium, light","medium, light",moderate,moderate,,,low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),-8.0,-1.0,short day (<12 hours),"tropical wet & dry (Aw), tropical wet (Ar)",,,,,210.0,270.0,Aesculus,indica,,https://pfaf.org/user/Plant.aspx?LatinName=Aesculus+indica,6-9,6,9
632,632,632,2863,Aframomum corrorima,(Host) P. Beauv,Liliopsida:Zingiberidae:Zingiberales:Zingiberaceae,,,herb,erect,perennial,multi stem,"vegetables, medicinals & aromatic",grown on small scale,16.0,24.0,7.0,35.0,1400.0,2000.0,1200.0,3000.0,5.5,6.5,4.5,7.5,5.0,,10.0,25.0,2000.0,cloudy skies,light shade,clear skies,light shade,deep (>>150 cm),medium (50-150 cm),"medium, organic","medium, light",high,moderate,,,low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),,,short day (<12 hours),"tropical wet & dry (Aw), subtropical humid (Cf), subtropical dry winter (Cw)",,,,,270.0,365.0,Aframomum,corrorima,,https://pfaf.org/user/Plant.aspx?LatinName=Aframomum+corrorima,,,
633,633,633,2872,Aframomum melegueta,Schumann,Liliopsida:Zingiberidae:Zingiberales:Zingiberaceae,,"Guinea grains, grains of Paradise, alligator pepper, melagueta pepper, malagueta, semente do Paraiso",herb,erect,perennial,,"fruits & nuts, medicinals & aromatic",grown on small scale,21.0,28.0,10.0,34.0,1500.0,1900.0,1000.0,2400.0,5.5,6.5,4.5,7.5,5.0,,20.0,25.0,,clear skies,cloudy skies,very bright,cloudy skies,medium (50-150 cm),shallow (20-50 cm),"heavy, medium","heavy, medium",moderate,low,,,low (<4 dS/m),low (<4 dS/m),well (dry spells),"poorly (saturated >50% of year), well (dry spells)",,,short day (<12 hours),tropical wet & dry (Aw),,,,,270.0,365.0,Aframomum,melegueta,,https://pfaf.org/user/Plant.aspx?LatinName=Aframomum+melegueta,,,
634,634,634,2877,Afzelia africana,Smith ex Pers,Magnoliopsida:Rosidae:Fabales:Leguminosae,,"African mahogany, doussie, mogno africano",tree,erect,perennial,"deciduous, single stem","forage/pasture, materials, medicinals & aromatic, forest/wood, environmental",harvested from wild,20.0,32.0,10.0,40.0,1200.0,1800.0,1000.0,2500.0,5.5,6.5,5.0,7.0,,,15.0,15.0,900.0,very bright,clear skies,very bright,cloudy skies,deep (>>150 cm),medium (50-150 cm),"heavy, medium","heavy, medium, light",high,moderate,,,low (<4 dS/m),low (<4 dS/m),well (dry spells),"poorly (saturated >50% of year), well (dry spells)",,,short day (<12 hours),"tropical wet & dry (Aw), tropical wet (Ar)",fire,,,,240.0,300.0,Afzelia,africana,,https://pfaf.org/user/Plant.aspx?LatinName=Afzelia+africana,10-12,10,12
635,635,635,2881,Afzelia quanzensis,Welw.,Magnoliopsida:Rosidae:Fabales:Leguminosae,"Afzelia cuanzensis Welw., Intsia quanzensis Kuntze ex. Engl.","mahogany bean, mubapi, chanfuta, chamfuti, pod mahogany, lucky bean tree, afzelia, peulmahonie, iNkehli, umDlavusa, umHlakuva, iNkele, umShamfuthi, mhkholikholi, umKholikholi, mkumbakusi, nxenhe, mutokota, Mbamba-Kofi",tree,erect,perennial,"deciduous, single stem","vegetables, ornamentals/turf, medicinals & aromatic, forest/wood, environmental","grown on small scale, harvested from wild",18.0,28.0,14.0,36.0,700.0,1400.0,400.0,1700.0,5.0,7.0,4.5,7.5,,,15.0,30.0,1300.0,clear skies,very bright,cloudy skies,very bright,deep (>>150 cm),deep (>>150 cm),light,"medium, light",moderate,moderate,,,low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),,,,tropical wet & dry (Aw),drought,,,,365.0,365.0,Afzelia,quanzensis,,https://pfaf.org/user/Plant.aspx?LatinName=Afzelia+quanzensis,,,
636,636,636,2886,Agathis dammara,(A .B. Lamb) Rich.,Pinopsida:Araucariaceae,,,tree,erect,perennial,"evergreen, single stem",forest/wood,,28.0,34.0,12.0,38.0,2500.0,3500.0,2000.0,4000.0,5.5,6.5,5.0,7.5,,,11.0,20.0,1600.0,very bright,cloudy skies,very bright,light shade,deep (>>150 cm),medium (50-150 cm),"heavy, medium, light","heavy, medium, light",moderate,low,,,low (<4 dS/m),low (<4 dS/m),well (dry spells),"well (dry spells), excessive (dry/moderately dry)",,,long day (>14 hours),tropical wet (Ar),,,,,300.0,365.0,Agathis,dammara,,https://pfaf.org/user/Plant.aspx?LatinName=Agathis+dammara,10-11,10,11
637,637,637,2887,Agathis labillardieri,Warb.,Pinopsida:Araucariaceae,,,tree,erect,perennial,"evergreen, single stem","materials, forest/wood",,24.0,32.0,12.0,40.0,2500.0,4000.0,1500.0,5000.0,5.0,6.0,4.5,6.5,12.0,10.0,36.0,38.0,2500.0,very bright,clear skies,very bright,light shade,deep (>>150 cm),medium (50-150 cm),"light, organic","medium, light",moderate,low,,,low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),,,short day (<12 hours),tropical wet (Ar),,,,,300.0,365.0,Agathis,labillardieri,,https://pfaf.org/user/Plant.aspx?LatinName=Agathis+labillardieri,,,
638,638,638,2888,Agathis microstachya,Bailey,Pinopsida:Araucariaceae,,,tree,erect,perennial,"evergreen, single stem",forest/wood,harvested from wild,22.0,30.0,10.0,36.0,2000.0,2700.0,1400.0,3500.0,5.0,6.0,4.5,6.5,17.0,15.0,18.0,20.0,900.0,very bright,clear skies,very bright,cloudy skies,deep (>>150 cm),medium (50-150 cm),"heavy, medium","heavy, medium",high,moderate,,,low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),,,short day (<12 hours),tropical wet & dry (Aw),,,,,300.0,365.0,Agathis,microstachya,,https://pfaf.org/user/Plant.aspx?LatinName=Agathis+microstachya,,,
